"","Subject","Activity_Name","Stat_Name","Mean"
"43",1,"LAYING","tBodyGyro_mean_Y",-0.064486124088
"44",1,"LAYING","tBodyGyro_mean_Z",0.14868943626
"45",1,"LAYING","tBodyGyroJerk_mean_X",-0.107270949192
"46",1,"LAYING","tBodyGyroJerk_mean_Y",-0.04151728689
"47",1,"LAYING","tBodyGyroJerk_mean_Z",-0.0740501211
"48",1,"LAYING","tBodyGyroJerkMag_mean",-0.96346103
"49",1,"LAYING","tBodyGyroMag_mean",-0.874759548
"50",1,"LAYING","tGravityAcc_mean_X",-0.24888179828
"51",1,"LAYING","tGravityAcc_mean_Y",0.70554977346
"52",1,"LAYING","tGravityAcc_mean_Z",0.4458177198
"53",1,"LAYING","tGravityAccMag_mean",-0.8419291525
"54",1,"SITTING","angletBodyAccJerkMean_gravityMean",0.0297097878297872
"55",1,"SITTING","angletBodyAccMean_gravity",0.0274415479191489
"56",1,"SITTING","angletBodyGyroJerkMean_gravityMean",-0.064881619087234
"57",1,"SITTING","angletBodyGyroMean_gravityMean",0.0676981338723404
"58",1,"SITTING","angleX_gravityMean",-0.591247480212766
"59",1,"SITTING","angleY_gravityMean",-0.0604660253808511
"60",1,"SITTING","angleZ_gravityMean",-0.218017225106383
"61",1,"SITTING","fBodyAcc_mean_X",-0.979641238723404
"62",1,"SITTING","fBodyAcc_mean_Y",-0.944084550425532
"63",1,"SITTING","fBodyAcc_mean_Z",-0.959184889148936
"64",1,"SITTING","fBodyAcc_meanFreq_X",-0.0495135975489362
"65",1,"SITTING","fBodyAcc_meanFreq_Y",0.0759460768510638
"66",1,"SITTING","fBodyAcc_meanFreq_Z",0.238829870148936
"67",1,"SITTING","fBodyAccJerk_mean_X",-0.986597022553191
"68",1,"SITTING","fBodyAccJerk_mean_Y",-0.981579467021277
"69",1,"SITTING","fBodyAccJerk_mean_Z",-0.986053092340425
"70",1,"SITTING","fBodyAccJerk_meanFreq_X",0.256610823568085
"71",1,"SITTING","fBodyAccJerk_meanFreq_Y",0.0475437839595745
"72",1,"SITTING","fBodyAccJerk_meanFreq_Z",0.0923920032553192
"73",1,"SITTING","fBodyAccMag_mean",-0.947782922553192
"74",1,"SITTING","fBodyAccMag_meanFreq",0.236655011680851
"75",1,"SITTING","fBodyBodyAccJerkMag_mean",-0.985262126808511
"76",1,"SITTING","fBodyBodyAccJerkMag_meanFreq",0.351852201957447
"77",1,"SITTING","fBodyBodyGyroJerkMag_mean",-0.989797547234043
"78",1,"SITTING","fBodyBodyGyroJerkMag_meanFreq",0.184775928085106
"79",1,"SITTING","fBodyBodyGyroMag_mean",-0.958435589361702
"80",1,"SITTING","fBodyBodyGyroMag_meanFreq",-0.000262186717021277
"81",1,"SITTING","fBodyGyro_mean_X",-0.976161464042553
"82",1,"SITTING","fBodyGyro_mean_Y",-0.975838585319149
"83",1,"SITTING","fBodyGyro_mean_Z",-0.951315544468085
"84",1,"SITTING","fBodyGyro_meanFreq_X",0.189153021260851
"85",1,"SITTING","fBodyGyro_meanFreq_Y",0.0631270669787234
"86",1,"SITTING","fBodyGyro_meanFreq_Z",-0.0297839207446809
"87",1,"SITTING","tBodyAcc_mean_X",0.261237565425532
"88",1,"SITTING","tBodyAcc_mean_Y",-0.00130828765170213
"89",1,"SITTING","tBodyAcc_mean_Z",-0.104544182255319
"90",1,"SITTING","tBodyAccJerk_mean_X",0.0774825199574468
"91",1,"SITTING","tBodyAccJerk_mean_Y",-0.000619102785106384
"92",1,"SITTING","tBodyAccJerk_mean_Z",-0.00336779235021277
"93",1,"SITTING","tBodyAccJerkMag_mean",-0.987364195531915
"94",1,"SITTING","tBodyAccMag_mean",-0.948536786170213
"95",1,"SITTING","tBodyGyro_mean_X",-0.045350056512766
"96",1,"SITTING","tBodyGyro_mean_Y",-0.0919241549361702
"97",1,"SITTING","tBodyGyro_mean_Z",0.0629313811914894
"98",1,"SITTING","tBodyGyroJerk_mean_X",-0.0936793807234043
"99",1,"SITTING","tBodyGyroJerk_mean_Y",-0.0402118124255319
"100",1,"SITTING","tBodyGyroJerk_mean_Z",-0.046702627
"101",1,"SITTING","tBodyGyroJerkMag_mean",-0.991976341276596
"102",1,"SITTING","tBodyGyroMag_mean",-0.93089249
"103",1,"SITTING","tGravityAcc_mean_X",0.831509933404255
"104",1,"SITTING","tGravityAcc_mean_Y",0.204411592680851
"105",1,"SITTING","tGravityAcc_mean_Z",0.332043702765957
"106",1,"SITTING","tGravityAccMag_mean",-0.948536786170213
"107",1,"STANDING","angletBodyAccJerkMean_gravityMean",0.021963782690566
"108",1,"STANDING","angletBodyAccMean_gravity",-0.000222340747169812
"109",1,"STANDING","angletBodyGyroJerkMean_gravityMean",-0.0279229321962264
"110",1,"STANDING","angletBodyGyroMean_gravityMean",-0.0337938382037736
"111",1,"STANDING","angleX_gravityMean",-0.743407887924528
"112",1,"STANDING","angleY_gravityMean",0.270175032830189
"113",1,"STANDING","angleZ_gravityMean",0.0122528503773585
"114",1,"STANDING","fBodyAcc_mean_X",-0.995249932641509
"115",1,"STANDING","fBodyAcc_mean_Y",-0.977070847735849
"116",1,"STANDING","fBodyAcc_mean_Z",-0.985297098679245
"117",1,"STANDING","fBodyAcc_meanFreq_X",0.0865153619088679
"118",1,"STANDING","fBodyAcc_meanFreq_Y",0.117478948718868
"119",1,"STANDING","fBodyAcc_meanFreq_Z",0.244858585792453
"120",1,"STANDING","fBodyAccJerk_mean_X",-0.994630797358491
"121",1,"STANDING","fBodyAccJerk_mean_Y",-0.985418704528302
"122",1,"STANDING","fBodyAccJerk_mean_Z",-0.990752166037736
"123",1,"STANDING","fBodyAccJerk_meanFreq_X",0.314182940150943
"124",1,"STANDING","fBodyAccJerk_meanFreq_Y",0.0391618954943396
"125",1,"STANDING","fBodyAccJerk_meanFreq_Z",0.138581478749057
"126",1,"STANDING","fBodyAccMag_mean",-0.985356361132075
"127",1,"STANDING","fBodyAccMag_meanFreq",0.284555290773585
"128",1,"STANDING","fBodyBodyAccJerkMag_mean",-0.99254247754717
"129",1,"STANDING","fBodyBodyAccJerkMag_meanFreq",0.422220102264151
"130",1,"STANDING","fBodyBodyGyroJerkMag_mean",-0.994815376981132
"131",1,"STANDING","fBodyBodyGyroJerkMag_meanFreq",0.334498734301887
"132",1,"STANDING","fBodyBodyGyroMag_mean",-0.984617623396226
"133",1,"STANDING","fBodyBodyGyroMag_meanFreq",-0.0286057725328302
"134",1,"STANDING","fBodyGyro_mean_X",-0.986386786037736
"135",1,"STANDING","fBodyGyro_mean_Y",-0.988984455849057
"136",1,"STANDING","fBodyGyro_mean_Z",-0.980773122830189
"137",1,"STANDING","fBodyGyro_meanFreq_X",-0.120293020603774
"138",1,"STANDING","fBodyGyro_meanFreq_Y",-0.0447191978169811
"139",1,"STANDING","fBodyGyro_meanFreq_Z",0.100607635139623
"140",1,"STANDING","tBodyAcc_mean_X",0.278917629056604
"141",1,"STANDING","tBodyAcc_mean_Y",-0.0161375901037736
"142",1,"STANDING","tBodyAcc_mean_Z",-0.110601817735849
"143",1,"STANDING","tBodyAccJerk_mean_X",0.0753766542264151
"144",1,"STANDING","tBodyAccJerk_mean_Y",0.00797573092830189
"145",1,"STANDING","tBodyAccJerk_mean_Z",-0.00368524954709434
"146",1,"STANDING","tBodyAccJerkMag_mean",-0.992367790566038
"147",1,"STANDING","tBodyAccMag_mean",-0.984278207358491
"148",1,"STANDING","tBodyGyro_mean_X",-0.0239877347979245
"149",1,"STANDING","tBodyGyro_mean_Y",-0.0593972209811321
"150",1,"STANDING","tBodyGyro_mean_Z",0.074800751
"151",1,"STANDING","tBodyGyroJerk_mean_X",-0.0996092129056604
"152",1,"STANDING","tBodyGyroJerk_mean_Y",-0.0440627877924528
"153",1,"STANDING","tBodyGyroJerk_mean_Z",-0.0489505466716981
"154",1,"STANDING","tBodyGyroJerkMag_mean",-0.994966790566038
"155",1,"STANDING","tBodyGyroMag_mean",-0.976493792830189
"156",1,"STANDING","tGravityAcc_mean_X",0.942952000377358
"157",1,"STANDING","tGravityAcc_mean_Y",-0.272983832264151
"158",1,"STANDING","tGravityAcc_mean_Z",0.0134905823226415
"159",1,"STANDING","tGravityAccMag_mean",-0.984278207358491
"160",1,"WALKING","angletBodyAccJerkMean_gravityMean",-0.00793037848421052
"161",1,"WALKING","angletBodyAccMean_gravity",0.0604537474147368
"162",1,"WALKING","angletBodyGyroJerkMean_gravityMean",-0.0187431910452632
"163",1,"WALKING","angletBodyGyroMean_gravityMean",0.0130594907157895
"164",1,"WALKING","angleX_gravityMean",-0.729247201052632
"165",1,"WALKING","angleY_gravityMean",0.276953023473684
"166",1,"WALKING","angleZ_gravityMean",0.0688589119894737
"167",1,"WALKING","fBodyAcc_mean_X",-0.202794306326316
"168",1,"WALKING","fBodyAcc_mean_Y",0.0897127264021053
"169",1,"WALKING","fBodyAcc_mean_Z",-0.331560117789474
"170",1,"WALKING","fBodyAcc_meanFreq_X",-0.207548374494737
"171",1,"WALKING","fBodyAcc_meanFreq_Y",0.113093646103158
"172",1,"WALKING","fBodyAcc_meanFreq_Z",0.0497265196172632
"173",1,"WALKING","fBodyAccJerk_mean_X",-0.170546964549579
"174",1,"WALKING","fBodyAccJerk_mean_Y",-0.0352255241130632
"175",1,"WALKING","fBodyAccJerk_mean_Z",-0.468999224631579
"176",1,"WALKING","fBodyAccJerk_meanFreq_X",-0.209261973376842
"177",1,"WALKING","fBodyAccJerk_meanFreq_Y",-0.386237143210526
"178",1,"WALKING","fBodyAccJerk_meanFreq_Z",-0.185530281244211
"179",1,"WALKING","fBodyAccMag_mean",-0.128623450629474
"180",1,"WALKING","fBodyAccMag_meanFreq",0.1906437244
"181",1,"WALKING","fBodyBodyAccJerkMag_mean",-0.0571194000343158
"182",1,"WALKING","fBodyBodyAccJerkMag_meanFreq",0.0938221807027368
"183",1,"WALKING","fBodyBodyGyroJerkMag_mean",-0.319308593778947
"184",1,"WALKING","fBodyBodyGyroJerkMag_meanFreq",0.190663448793684
"185",1,"WALKING","fBodyBodyGyroMag_mean",-0.199252568986316
"186",1,"WALKING","fBodyBodyGyroMag_meanFreq",0.268844367525895
"187",1,"WALKING","fBodyGyro_mean_X",-0.339032197115789
"188",1,"WALKING","fBodyGyro_mean_Y",-0.103059416434737
"189",1,"WALKING","fBodyGyro_mean_Z",-0.255940940315789
"190",1,"WALKING","fBodyGyro_meanFreq_X",0.0147844986621053
"191",1,"WALKING","fBodyGyro_meanFreq_Y",-0.0657746190010526
"192",1,"WALKING","fBodyGyro_meanFreq_Z",0.00077332156431579
"193",1,"WALKING","tBodyAcc_mean_X",0.277330758736842
"194",1,"WALKING","tBodyAcc_mean_Y",-0.0173838185273684
"195",1,"WALKING","tBodyAcc_mean_Z",-0.111148103547368
"196",1,"WALKING","tBodyAccJerk_mean_X",0.0740416333157895
"197",1,"WALKING","tBodyAccJerk_mean_Y",0.0282721095884211
"198",1,"WALKING","tBodyAccJerk_mean_Z",-0.00416840617789474
"199",1,"WALKING","tBodyAccJerkMag_mean",-0.141428809031579
"200",1,"WALKING","tBodyAccMag_mean",-0.136971176556842
"201",1,"WALKING","tBodyGyro_mean_X",-0.041830963526
"202",1,"WALKING","tBodyGyro_mean_Y",-0.0695300462115789
"203",1,"WALKING","tBodyGyro_mean_Z",0.0849448173042105
"204",1,"WALKING","tBodyGyroJerk_mean_X",-0.0899975423705263
"205",1,"WALKING","tBodyGyroJerk_mean_Y",-0.0398428709463158
"206",1,"WALKING","tBodyGyroJerk_mean_Z",-0.0461309295021053
"207",1,"WALKING","tBodyGyroJerkMag_mean",-0.298703679084211
"208",1,"WALKING","tBodyGyroMag_mean",-0.160979552536842
"209",1,"WALKING","tGravityAcc_mean_X",0.935223201473684
"210",1,"WALKING","tGravityAcc_mean_Y",-0.282165021263158
"211",1,"WALKING","tGravityAcc_mean_Z",-0.068102864
"212",1,"WALKING","tGravityAccMag_mean",-0.136971176556842
"213",1,"WALKING_DOWNSTAIRS","angletBodyAccJerkMean_gravityMean",0.0899316865510204
"214",1,"WALKING_DOWNSTAIRS","angletBodyAccMean_gravity",-0.00269512515918367
"215",1,"WALKING_DOWNSTAIRS","angletBodyGyroJerkMean_gravityMean",-0.0399768458163265
"216",1,"WALKING_DOWNSTAIRS","angletBodyGyroMean_gravityMean",0.0633382849183673
"217",1,"WALKING_DOWNSTAIRS","angleX_gravityMean",-0.744483753469388
"218",1,"WALKING_DOWNSTAIRS","angleY_gravityMean",0.267245784693878
"219",1,"WALKING_DOWNSTAIRS","angleZ_gravityMean",0.0650047072244898
"220",1,"WALKING_DOWNSTAIRS","fBodyAcc_mean_X",0.0382291831510204
"221",1,"WALKING_DOWNSTAIRS","fBodyAcc_mean_Y",0.00154990783591837
"222",1,"WALKING_DOWNSTAIRS","fBodyAcc_mean_Z",-0.225574471693878
"223",1,"WALKING_DOWNSTAIRS","fBodyAcc_meanFreq_X",-0.307395198687755
"224",1,"WALKING_DOWNSTAIRS","fBodyAcc_meanFreq_Y",0.0632200839346939
"225",1,"WALKING_DOWNSTAIRS","fBodyAcc_meanFreq_Z",0.294322700810612
"226",1,"WALKING_DOWNSTAIRS","fBodyAccJerk_mean_X",-0.0276638676122449
"227",1,"WALKING_DOWNSTAIRS","fBodyAccJerk_mean_Y",-0.12866715764898
"228",1,"WALKING_DOWNSTAIRS","fBodyAccJerk_mean_Z",-0.288334735714286
"229",1,"WALKING_DOWNSTAIRS","fBodyAccJerk_meanFreq_X",-0.253164344918367
"230",1,"WALKING_DOWNSTAIRS","fBodyAccJerk_meanFreq_Y",-0.33758970122449
"231",1,"WALKING_DOWNSTAIRS","fBodyAccJerk_meanFreq_Z",0.00937223889183673
"232",1,"WALKING_DOWNSTAIRS","fBodyAccMag_mean",0.0965845343040816
"233",1,"WALKING_DOWNSTAIRS","fBodyAccMag_meanFreq",0.119187142767959
"234",1,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag_mean",0.0262184949326531
"235",1,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag_meanFreq",0.0764915474326531
"236",1,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag_mean",-0.281963359177551
"237",1,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag_meanFreq",0.190000706165102
"238",1,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag_mean",-0.185720285744898
"239",1,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag_meanFreq",0.349613895469388
"240",1,"WALKING_DOWNSTAIRS","fBodyGyro_mean_X",-0.352449631363265
"241",1,"WALKING_DOWNSTAIRS","fBodyGyro_mean_Y",-0.0557022524693878
"242",1,"WALKING_DOWNSTAIRS","fBodyGyro_mean_Z",-0.0318694271979592
"243",1,"WALKING_DOWNSTAIRS","fBodyGyro_meanFreq_X",-0.100453729040816
"244",1,"WALKING_DOWNSTAIRS","fBodyGyro_meanFreq_Y",0.0825511487183673
"245",1,"WALKING_DOWNSTAIRS","fBodyGyro_meanFreq_Z",-0.0756762067714286
"246",1,"WALKING_DOWNSTAIRS","tBodyAcc_mean_X",0.289188320408163
"247",1,"WALKING_DOWNSTAIRS","tBodyAcc_mean_Y",-0.00991850461020408
"248",1,"WALKING_DOWNSTAIRS","tBodyAcc_mean_Z",-0.107566190908163
"249",1,"WALKING_DOWNSTAIRS","tBodyAccJerk_mean_X",0.0541553164897959
"250",1,"WALKING_DOWNSTAIRS","tBodyAccJerk_mean_Y",0.0296504490408163
"251",1,"WALKING_DOWNSTAIRS","tBodyAccJerk_mean_Z",-0.0109719730183673
"252",1,"WALKING_DOWNSTAIRS","tBodyAccJerkMag_mean",-0.0894474807979592
"253",1,"WALKING_DOWNSTAIRS","tBodyAccMag_mean",0.0271882914106122
"254",1,"WALKING_DOWNSTAIRS","tBodyGyro_mean_X",-0.0350781902989796
"255",1,"WALKING_DOWNSTAIRS","tBodyGyro_mean_Y",-0.0909371290204082
"256",1,"WALKING_DOWNSTAIRS","tBodyGyro_mean_Z",0.0900850142030612
"257",1,"WALKING_DOWNSTAIRS","tBodyGyroJerk_mean_X",-0.0739592036271429
"258",1,"WALKING_DOWNSTAIRS","tBodyGyroJerk_mean_Y",-0.0439902783367347
"259",1,"WALKING_DOWNSTAIRS","tBodyGyroJerk_mean_Z",-0.0270461061061224
"260",1,"WALKING_DOWNSTAIRS","tBodyGyroJerkMag_mean",-0.295463843346939
"261",1,"WALKING_DOWNSTAIRS","tBodyGyroMag_mean",-0.0757412543673469
"262",1,"WALKING_DOWNSTAIRS","tGravityAcc_mean_X",0.931874418979592
"263",1,"WALKING_DOWNSTAIRS","tGravityAcc_mean_Y",-0.266610338979592
"264",1,"WALKING_DOWNSTAIRS","tGravityAcc_mean_Z",-0.0621199585938775
"265",1,"WALKING_DOWNSTAIRS","tGravityAccMag_mean",0.0271882914106122
"266",1,"WALKING_UPSTAIRS","angletBodyAccJerkMean_gravityMean",-0.0610838413018868
"267",1,"WALKING_UPSTAIRS","angletBodyAccMean_gravity",0.0960860761792453
"268",1,"WALKING_UPSTAIRS","angletBodyGyroJerkMean_gravityMean",0.0656835692641509
"269",1,"WALKING_UPSTAIRS","angletBodyGyroMean_gravityMean",-0.194699963113208
"270",1,"WALKING_UPSTAIRS","angleX_gravityMean",-0.647195664339623
"271",1,"WALKING_UPSTAIRS","angleY_gravityMean",0.334763277358491
"272",1,"WALKING_UPSTAIRS","angleZ_gravityMean",0.0741663682075472
"273",1,"WALKING_UPSTAIRS","fBodyAcc_mean_X",-0.404321784150943
"274",1,"WALKING_UPSTAIRS","fBodyAcc_mean_Y",-0.190976720811321
"275",1,"WALKING_UPSTAIRS","fBodyAcc_mean_Z",-0.433349702075472
"276",1,"WALKING_UPSTAIRS","fBodyAcc_meanFreq_X",-0.418735000377359
"277",1,"WALKING_UPSTAIRS","fBodyAcc_meanFreq_Y",-0.160697213516981
"278",1,"WALKING_UPSTAIRS","fBodyAcc_meanFreq_Z",-0.520114793584906
"279",1,"WALKING_UPSTAIRS","fBodyAccJerk_mean_X",-0.479875245660377
"280",1,"WALKING_UPSTAIRS","fBodyAccJerk_mean_Y",-0.41344458754717
"281",1,"WALKING_UPSTAIRS","fBodyAccJerk_mean_Z",-0.685474353962264
"282",1,"WALKING_UPSTAIRS","fBodyAccJerk_meanFreq_X",-0.377023128301887
"283",1,"WALKING_UPSTAIRS","fBodyAccJerk_meanFreq_Y",-0.509495531698113
"284",1,"WALKING_UPSTAIRS","fBodyAccJerk_meanFreq_Z",-0.551104284150943
"285",1,"WALKING_UPSTAIRS","fBodyAccMag_mean",-0.352395944716981
"286",1,"WALKING_UPSTAIRS","fBodyAccMag_meanFreq",-0.0977433496415094
"287",1,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag_mean",-0.44265216245283
"288",1,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag_meanFreq",0.085352409154717
"289",1,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag_mean",-0.634665082075472
"290",1,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag_meanFreq",0.114277342454717
"291",1,"WALKING_UPSTAIRS","fBodyBodyGyroMag_mean",-0.325961457396226
"292",1,"WALKING_UPSTAIRS","fBodyBodyGyroMag_meanFreq",-0.219303376110566
"293",1,"WALKING_UPSTAIRS","fBodyGyro_mean_X",-0.492611667924528
"294",1,"WALKING_UPSTAIRS","fBodyGyro_mean_Y",-0.319474609056604
"295",1,"WALKING_UPSTAIRS","fBodyGyro_mean_Z",-0.453597213018868
"296",1,"WALKING_UPSTAIRS","fBodyGyro_meanFreq_X",-0.187450247737736
"297",1,"WALKING_UPSTAIRS","fBodyGyro_meanFreq_Y",-0.473574786603774
"298",1,"WALKING_UPSTAIRS","fBodyGyro_meanFreq_Z",-0.133373904258491
"299",1,"WALKING_UPSTAIRS","tBodyAcc_mean_X",0.255461689622641
"300",1,"WALKING_UPSTAIRS","tBodyAcc_mean_Y",-0.0239531492643396
"301",1,"WALKING_UPSTAIRS","tBodyAcc_mean_Z",-0.0973020020943396
"302",1,"WALKING_UPSTAIRS","tBodyAccJerk_mean_X",0.101372729922642
"303",1,"WALKING_UPSTAIRS","tBodyAccJerk_mean_Y",0.0194863076188679
"304",1,"WALKING_UPSTAIRS","tBodyAccJerk_mean_Z",-0.0455625449113208
"305",1,"WALKING_UPSTAIRS","tBodyAccJerkMag_mean",-0.466503446226415
"306",1,"WALKING_UPSTAIRS","tBodyAccMag_mean",-0.129927630735849
"307",1,"WALKING_UPSTAIRS","tBodyGyro_mean_X",0.050549379754717
"308",1,"WALKING_UPSTAIRS","tBodyGyro_mean_Y",-0.166170015088679
"309",1,"WALKING_UPSTAIRS","tBodyGyro_mean_Z",0.0583595463981132
"310",1,"WALKING_UPSTAIRS","tBodyGyroJerk_mean_X",-0.122232768011321
"311",1,"WALKING_UPSTAIRS","tBodyGyroJerk_mean_Y",-0.0421485884509434
"312",1,"WALKING_UPSTAIRS","tBodyGyroJerk_mean_Z",-0.0407125527654717
"313",1,"WALKING_UPSTAIRS","tBodyGyroJerkMag_mean",-0.59488286509434
"314",1,"WALKING_UPSTAIRS","tBodyGyroMag_mean",-0.126735589969811
"315",1,"WALKING_UPSTAIRS","tGravityAcc_mean_X",0.89335109754717
"316",1,"WALKING_UPSTAIRS","tGravityAcc_mean_Y",-0.362153364339623
"317",1,"WALKING_UPSTAIRS","tGravityAcc_mean_Z",-0.075402939754717
"318",1,"WALKING_UPSTAIRS","tGravityAccMag_mean",-0.129927630735849
"319",2,"LAYING","angletBodyAccJerkMean_gravityMean",-0.00635557646875
"320",2,"LAYING","angletBodyAccMean_gravity",0.005791809625
"321",2,"LAYING","angletBodyGyroJerkMean_gravityMean",-0.0293710088554167
"322",2,"LAYING","angletBodyGyroMean_gravityMean",0.0652860108125
"323",2,"LAYING","angleX_gravityMean",0.617423415625
"324",2,"LAYING","angleY_gravityMean",-0.519732551458333
"325",2,"LAYING","angleZ_gravityMean",-0.478928233958333
"326",2,"LAYING","fBodyAcc_mean_X",-0.976725059791667
"327",2,"LAYING","fBodyAcc_mean_Y",-0.979800877916667
"328",2,"LAYING","fBodyAcc_mean_Z",-0.984380981875
"329",2,"LAYING","fBodyAcc_meanFreq_X",-0.146482792591667
"330",2,"LAYING","fBodyAcc_meanFreq_Y",0.2572894655
"331",2,"LAYING","fBodyAcc_meanFreq_Z",0.402532553395833
"332",2,"LAYING","fBodyAccJerk_mean_X",-0.985813630833333
"333",2,"LAYING","fBodyAccJerk_mean_Y",-0.982768250416667
"334",2,"LAYING","fBodyAccJerk_mean_Z",-0.986197134583333
"335",2,"LAYING","fBodyAccJerk_meanFreq_X",0.159808328563875
"336",2,"LAYING","fBodyAccJerk_meanFreq_Y",0.1212064240125
"337",2,"LAYING","fBodyAccJerk_meanFreq_Z",0.190558218145833
"338",2,"LAYING","fBodyAccMag_mean",-0.975110196458333
"339",2,"LAYING","fBodyAccMag_meanFreq",0.2662982125
"340",2,"LAYING","fBodyBodyAccJerkMag_mean",-0.985374114791667
"341",2,"LAYING","fBodyBodyAccJerkMag_meanFreq",0.3417585745
"342",2,"LAYING","fBodyBodyGyroJerkMag_mean",-0.990248702291667
"343",2,"LAYING","fBodyBodyGyroJerkMag_meanFreq",0.264801505395833
"344",2,"LAYING","fBodyBodyGyroMag_mean",-0.972112972708333
"345",2,"LAYING","fBodyBodyGyroMag_meanFreq",0.01856447223125
"346",2,"LAYING","fBodyGyro_mean_X",-0.9864311425
"347",2,"LAYING","fBodyGyro_mean_Y",-0.983321635416667
"348",2,"LAYING","fBodyGyro_mean_Z",-0.9626718875
"349",2,"LAYING","fBodyGyro_meanFreq_X",0.10261131938125
"350",2,"LAYING","fBodyGyro_meanFreq_Y",0.04228066839375
"351",2,"LAYING","fBodyGyro_meanFreq_Z",0.0552985986479167
"352",2,"LAYING","tBodyAcc_mean_X",0.281373403958333
"353",2,"LAYING","tBodyAcc_mean_Y",-0.0181587397583333
"354",2,"LAYING","tBodyAcc_mean_Z",-0.107245610416667
"355",2,"LAYING","tBodyAccJerk_mean_X",0.0825972511666667
"356",2,"LAYING","tBodyAccJerk_mean_Y",0.012254788451875
"357",2,"LAYING","tBodyAccJerk_mean_Z",-0.00180264895625
"358",2,"LAYING","tBodyAccJerkMag_mean",-0.987741696041667
"359",2,"LAYING","tBodyAccMag_mean",-0.977435485208333
"360",2,"LAYING","tBodyGyro_mean_X",-0.01847660675
"361",2,"LAYING","tBodyGyro_mean_Y",-0.111800824583333
"362",2,"LAYING","tBodyGyro_mean_Z",0.144882846104167
"363",2,"LAYING","tBodyGyroJerk_mean_X",-0.101974134208333
"364",2,"LAYING","tBodyGyroJerk_mean_Y",-0.0358590176083333
"365",2,"LAYING","tBodyGyroJerk_mean_Z",-0.0701783020833333
"366",2,"LAYING","tBodyGyroJerkMag_mean",-0.991767074166667
